player_id,rally_id,type,timestamp,ball_pos,ball_vel_out,ball_spin_out
Elite A,/game_0/rally_1/event7,bounce_p1,50.205,[-0.96656078 -0.02869471  0.02217365],[-8.32154034  1.10650386  2.5673945 ],[ -70.29620121 -447.96780643  152.74053204]
Elite A,/game_0/rally_1/event8,shot_p1,50.325,[-1.93170381  0.08777551  0.23498701],[10.7922812  -1.11334999  1.67569783],[ 23.67886813 347.67834884 -78.77618127]
Elite A,/game_0/rally_1/event9,bounce_p2,50.65,[ 0.8600108  -0.29282817  0.01682552],[ 6.63743968 -0.95263905  2.45015083],[ 37.83157676 338.52595691 -62.19414797]
Elite A,/game_0/rally_1/event10,shot_p2,50.904,[ 2.39492726 -0.54347807  0.24511914],[-9.59352489  2.40479221  2.5192331 ],[-138.27111506 -370.89432885 -123.15958945]
Elite A,/game_0/rally_1/event11,bounce_p1,51.345,[-0.93343621  0.45251876  0.0216235 ],[-6.23998783  2.11809637  3.03695593],[-115.17955121 -322.87404111 -112.61698677]
Elite A,/game_0/rally_1/event12,shot_p1,51.439,[-1.5059607   0.65678477  0.25120187],[13.11074786 -2.40953103  0.76865921],[ 24.01332517 106.15959367  29.34345254]
Elite A,/game_0/rally_1/event13,bounce_p2,51.665,[0.93103027 0.24951422 0.01705977],[ 8.0351764  -1.24558184  2.56657226],[ 56.51913646 335.32902394  54.55359185]
Elite A,/game_0/rally_1/event14,shot_p2,51.84,[2.2332015  0.05143093 0.26886335],[-12.81123809  -1.80832951   0.45682962],[  46.80797077 -327.23499784   60.85982326]
Elite A,/game_0/rally_10/event1,shot_p1,352.195,[-2.0241344   0.25305098  0.16653657],[3.89263237 0.49007149 1.65333427],[  34.90793976 -228.33786044   -4.13637003]
Elite A,/game_0/rally_10/event2,bounce_p1,352.67,[-0.38690907  0.45676687  0.01627955],[2.06032588 0.2531978  2.01618779],[  19.42687764 -145.7398753    -1.9664503 ]
Elite A,/game_0/rally_10/event3,bounce_p2,353.119,[0.46757197 0.55008471 0.0178965 ],[0.77234051 0.03496087 1.82310771],[ 12.15240581 -69.30316322  -3.54011937]
Elite A,/game_0/rally_10/event4,shot_p2,353.359,[0.63004303 0.55282468 0.20261209],[-4.87767935 -2.30156765  0.7709539 ],[-82.42105909 232.92576955 106.56899954]
Elite A,/game_0/rally_10/event5,bounce_p1,353.709,[-0.88874042 -0.21053362  0.01814399],[-2.87193295 -1.66976287  1.70051561],[-61.87873871 169.31976425 105.42856217]
Elite A,/game_0/rally_10/event6,shot_p1,353.859,[-1.3037411  -0.45307848  0.17654687],[5.17272019 0.48314786 1.27106741],[  69.70375774 -247.36813608  -22.26291594]
Elite A,/game_0/rally_10/event7,bounce_p2,354.279,[ 0.57593799 -0.32950079  0.01481863],[2.81798645 0.02331623 1.69117916],[  51.64961262 -170.3945612   -35.74977772]
Elite A,/game_0/rally_10/event8,shot_p2,354.554,[ 1.30646551 -0.33901751  0.16586532],[-7.28428921  2.26775034  1.0698207 ],[ 115.01613596  289.85646969 -174.55483783]
Elite A,/game_0/rally_10/event9,bounce_p1,355,[-1.36030948  0.60577786  0.01771685],[-4.22560643  1.77267858  1.3574223 ],[  89.9585447   230.97855774 -171.06924804]
Elite A,/game_0/rally_10/event10,shot_p1,355.075,[-1.66888201  0.73631752  0.10275356],[ 5.39859485 -1.65607177  1.10132842],[ -79.06815314 -299.84868454   -6.85124655]
Elite A,/game_0/rally_11/event1,shot_p2,375.145,[ 1.89377332 -0.57166129  0.22248295],[-8.05388172  3.89374711 -1.75133028],[ 41.23239907  54.98298148 166.52522727]
Elite A,/game_0/rally_11/event2,bounce_p2,375.255,[ 1.0388819  -0.16895407  0.0178849 ],[-6.41857322  2.74364081  1.86702755],[  1.42921252 -19.61494172 174.20155184]
Elite A,/game_0/rally_11/event3,bounce_p1,375.635,[-1.128878    0.54170871  0.01726278],[-3.9914264   0.85856854  1.79966267],[ -5.67674111 -82.21402513 161.15005897]
Elite A,/game_0/rally_11/event4,shot_p1,375.73,[-1.50260723  0.61608839  0.14485933],[ 4.86003589 -1.72924148  2.09608155],[ -34.82025818 -224.83885197  -10.81503452]
Elite A,/game_0/rally_11/event5,bounce_p2,376.304,[ 0.76521635 -0.22101478  0.01774867],[ 2.121443   -1.0029973   2.20142501],[ -10.02343767 -135.3795162   -15.90148698]
Elite A,/game_0/rally_11/event6,shot_p2,376.619,[ 1.38496792 -0.5214237   0.26449826],[-1.30152931e+01  6.08576398e+00  7.48412284e-03],[ -83.55260481 -484.57987212  136.7794935 ]
Elite A,/game_0/rally_12/event1,shot_p2,403.805,[ 1.8919313  -0.39375344  0.25404754],[-5.80009562  1.06370458 -0.8291375 ],[ 72.23364082  24.18799345 137.25472706]
Elite A,/game_0/rally_12/event2,bounce_p2,403.975,[ 0.97076738 -0.24715537  0.01591376],[-4.28348932  0.31655991  1.83296621],[ 39.58844966 -34.18792747 242.5933859 ]
Elite A,/game_0/rally_12/event3,bounce_p1,404.355,[-0.50673306 -0.21745263  0.01568579],[-2.72851882 -0.3464041   1.61063198],[ 26.77225216 -58.45271097 234.09188217]
Elite A,/game_0/rally_12/event4,shot_p1,404.519,[-0.93569505 -0.28263199  0.17222548],[5.14957671 1.1111121  1.43836578],[  54.20942823   40.37518276 -100.63212196]
Elite A,/game_0/rally_12/event5,bounce_p2,404.885,[ 0.75332123 -0.01304216  0.01540349],[ 3.06585989 -0.05066086  2.10237753],[  23.06935373  113.99300857 -105.32187757]
Elite A,/game_0/rally_12/event6,shot_p2,405.209,[ 1.68101156 -0.05242529  0.18082738],[-13.90198778  -2.83907688   1.46698268],[ 148.64377439 -675.79488959   -3.28249733]
Elite A,/game_0/rally_12/event7,bounce_p1,405.429,[-0.93954313 -0.58537245  0.02185717],[-10.88722899  -2.25847638   2.56295086],[ 91.56032168 -88.83771157   3.11363699]
Elite A,/game_0/rally_12/event8,shot_p1,405.559,[-2.27404213 -0.85640126  0.21200065],[11.7481081   0.96044343  1.65565633],[ -7.31128159 322.52988244 123.75692926]
Elite A,/game_0/rally_12/event9,bounce_p2,405.864,[ 0.70519876 -0.54015219  0.01684069],[8.44025677 0.96064755 2.5024354 ],[-44.46881793 432.71263668 109.81677744]
Elite A,/game_0/rally_12/event10,shot_p2,405.97,[ 1.5541296  -0.43033004  0.21611902],[-11.36405849   1.78370651   1.17690443],[ -56.58290929 -385.24070989  -86.72947355]
Elite A,/game_0/rally_12/event11,bounce_p1,406.239,[-0.98476982  0.0056685   0.01888846],[-7.5820066   1.45595162  2.31389915],[ -53.78895117 -396.73617196  -63.68232626]
Elite A,/game_0/rally_12/event12,shot_p1,406.39,[-2.05696988  0.23200454  0.21785982],[11.88183362 -1.87537636  1.89682896],[ 27.89715793 251.28948816  75.55543043]
Elite A,/game_0/rally_12/event13,bounce_p2,406.709,[ 0.99694246 -0.17238481  0.01744328],[ 6.35589234 -0.65847679  2.65596945],[ 28.09009657 322.95454747  77.0971074 ]
Elite A,/game_0/rally_12/event14,shot_p2,406.904,[ 2.14947891 -0.28100643  0.30660871],[-16.35203277  -1.99954065   0.64967512],[  88.78750167 -618.46258076   21.66641395]
Elite A,/game_0/rally_12/event15,bounce_p1,407.125,[-0.91559309 -0.64852178  0.02107408],[-11.64710234  -1.43381663   2.98722314],[ 121.37642138 -598.89929114   -3.02506988]
Elite A,/game_0/rally_12/event16,shot_p1,407.242,[-2.18819976 -0.79918224  0.25342232],[10.93173506  2.22218332  1.90100542],[ -68.47481461  379.65625582 -117.5337862 ]
Elite A,/game_0/rally_12/event17,bounce_p2,407.609,[ 1.02803302 -0.26589465  0.01937951],[7.07291244 1.0826062  2.67914731],[-34.76446661 304.01530893 -68.13701547]
Elite A,/game_0/rally_12/event18,shot_p2,407.809,[ 2.33929563 -0.07284841  0.28478193],[-18.78091354   2.89971045   0.13777585],[-117.93592705 -647.75874838 -183.65112989]
Elite A,/game_0/rally_12/event19,net,407.947,[0.04132205 0.30245695 0.16668488],[-14.22862692   2.36872238  -0.94442331],[-134.4569065  -595.86622956 -203.30333019]
Elite A,/game_0/rally_12/event20,bounce_p1,408.035,[-1.18075669  0.5142765   0.02131944],[-12.07541082   2.43779713   2.19597292],[-159.65052847 -167.32440879  -64.78919101]
Elite A,/game_0/rally_12/event21,shot_p1,408.164,[-2.63057423  0.8170355   0.14178766],[ 8.96830851 -2.1593183   2.58520342],[ 81.62660197 341.72415539   2.08686847]
Elite A,/game_0/rally_12/event22,bounce_p2,408.595,[0.47000763 0.06653217 0.01491405],[ 5.90486184 -1.33215894  2.50324069],[ 72.98002152 301.17935586  -1.89178178]
Elite A,/game_0/rally_12/event23,shot_p2,408.924,[ 2.20955276 -0.32955322  0.19862804],[-16.95289746   3.58140455   1.46451895],[ -50.56340451 -689.44396221  -88.66452292]
Elite A,/game_0/rally_12/event24,bounce_p1,409.144,[-0.93724406  0.40429625  0.0163262 ],[-12.13842958   3.07160346   2.68734093],[-159.45648215 -634.29731128 -112.08070731]
Elite A,/game_0/rally_12/event25,shot_p1,409.284,[-2.47412395  0.81291997  0.21110161],[ 8.95677131 -2.08336626  2.35007338],[110.53850987 415.9373105  -45.32867157]
Elite A,/game_0/rally_12/event26,bounce_p2,409.7,[0.51562124 0.05583866 0.02060517],[ 6.57634616 -1.70079686  2.55719634],[ 88.49783459 336.12050925 -41.93856898]
Elite A,/game_0/rally_12/event27,shot_p2,409.902,[ 1.73980725 -0.2651279   0.29422301],[-21.1608236   -2.96659837  -0.93512986],[  92.5617498  -243.85305582   19.5409836 ]
Elite A,/game_0/rally_13/event1,shot_p1,433.18,[-2.06436801  0.29079756  0.27436528],[ 6.92138131 -3.28791014 -1.29532031],[-31.88210466  78.41447011 217.28014547]
Elite A,/game_0/rally_13/event2,bounce_p1,433.32,[-1.15853953 -0.10924157  0.01850074],[ 5.16544062 -1.76595432  2.23396335],[  3.21847383 141.30438126 282.9022976 ]
Elite A,/game_0/rally_13/event3,bounce_p2,433.75,[ 0.80582798 -0.62566704  0.02141162],[ 3.38649825 -0.48523386  1.90174747],[ 23.31338196 169.6663862  282.63055272]
Elite A,/game_0/rally_13/event4,shot_p2,433.855,[ 1.14225972 -0.65669525  0.18433294],[-10.58169416   6.76283051   1.40356002],[-297.3847578  -472.26809779  -50.73424324]
Elite A,/game_0/rally_2/event1,shot_p1,76.01,[-2.66511917  0.44659063  0.35928643],[ 8.26902093 -0.97176469 -1.38446479],[   9.98849304 -294.88412378  121.49495257]
Elite A,/game_0/rally_2/event2,bounce_p1,76.214,[-1.13664091  0.29407611  0.01994023],[ 5.59087099 -0.25128718  1.86483281],[ -54.38189164 -218.9881991   141.82030222]
Elite A,/game_0/rally_2/event3,bounce_p2,76.684,[1.07152939 0.28362861 0.01759826],[2.96913872 0.25523345 1.71576933],[ -52.15732025 -139.24714876  125.22491467]
Elite A,/game_0/rally_2/event4,shot_p2,76.824,[1.4674077  0.32341847 0.17451464],[-6.13626251 -1.25841086  0.78757702],[-94.74574608 319.9995276  163.87756783]
Elite A,/game_0/rally_2/event5,net,77.088,[ 0.00588599 -0.0138511   0.15392506],[-1.96829891 -0.5688696   0.64581623],[-66.00379731 221.90907946 134.87264   ]
Elite A,/game_0/rally_2/event6,bounce_p1,77.364,[-0.51739836 -0.1701628   0.01541988],[-1.04367335 -0.35702909  1.48999737],[-45.69918916 165.65954364 129.83470214]
Elite A,/game_0/rally_2/event7,shot_p1,77.525,[-0.67014372 -0.22179572  0.15390696],[4.43476968 1.5200743  0.09903462],[  51.76438322 -107.48212633   15.90933448]
Elite A,/game_0/rally_3/event1,shot_p1,104.004,[-2.73227119  0.49625248  0.34749427],[ 6.41396718 -0.42515791  0.28385557],[-35.63876329  92.98668142  56.4662408 ]
Elite A,/game_0/rally_3/event2,bounce_p1,104.285,[-1.16514623  0.41692081  0.01440576],[4.51632414 0.18137847 2.41976694],[-11.48898297 234.33848899  76.3190303 ]
Elite A,/game_0/rally_3/event3,bounce_p2,104.735,[0.61059976 0.52365422 0.01672913],[3.71437375 0.18907063 2.11423995],[ -7.55748992 190.08381648  71.08328318]
Elite A,/game_0/rally_3/event4,shot_p2,104.959,[1.40078545 0.57225049 0.23506874],[-9.58903748 -3.77654045  1.66867277],[  78.78349657 -272.25451613   72.1643978 ]
Elite A,/game_0/rally_3/event5,bounce_p1,105.285,[-1.14091861 -0.4924387   0.01815966],[-5.561147   -2.54569515  2.6689318 ],[ 124.47772005 -278.35387062   53.68795729]
Elite A,/game_0/rally_3/event6,shot_p1,105.375,[-1.62443757 -0.71983838  0.21533988],[12.78827047  2.57847023  1.47613926],[  2.97840846 230.84507122  25.0089567 ]
Elite A,/game_0/rally_3/event7,bounce_p2,105.639,[ 1.18058836 -0.1116516   0.01803229],[7.16925373 1.54814797 2.57548746],[-52.28754406 329.54506738  41.17287759]
Elite A,/game_0/rally_3/event8,shot_p2,105.699,[ 1.60227907 -0.01817674  0.15566322],[-8.89327364  0.37095567  1.38137808],[ -28.11584406 -252.4675351    14.79048592]
Elite A,/game_0/rally_3/event9,bounce_p1,105.989,[-0.60122275  0.05346125  0.01504491],[-5.67146256  0.19102061  2.08641395],[ -14.53386437 -301.38771684   48.64791087]
Elite A,/game_0/rally_3/event10,shot_p1,106.18,[-1.61960924  0.08915836  0.20215651],[ 9.86810401 -1.12051568  2.19256872],[ 32.64301256 319.76464173  -6.84423164]
Elite A,/game_0/rally_3/event11,bounce_p2,106.555,[ 1.31128395 -0.24954356  0.01884104],[ 5.94431943 -0.74239744  2.64615876],[ 30.43892567 313.11736106   3.89129048]
Elite A,/game_0/rally_3/event12,shot_p2,106.629,[ 1.75135005 -0.30314714  0.18731545],[-11.21184088   2.20774692   0.91721184],[-113.78889203 -408.25526236   26.73716321]
Elite A,/game_0/rally_4/event1,shot_p2,154.264,[ 1.76407874 -0.39361581  0.27495712],[-5.3466029  -0.55763559 -0.55279948],[-23.15101561  82.37516996 -32.127411  ]
Elite A,/game_0/rally_4/event2,bounce_p2,154.47,[ 0.73473895 -0.48360342  0.0196596 ],[-3.89331673 -0.27373037  1.7842726 ],[-18.1703832   18.50136469 -45.37016655]
Elite A,/game_0/rally_4/event3,bounce_p1,154.86,[-0.66322196 -0.52633965  0.01735383],[-2.56925484  0.10267485  1.67500502],[-10.09480286 -24.10348619 -40.37096771]
Elite A,/game_0/rally_4/event4,shot_p1,155,[-1.00748456 -0.50852233  0.16953366],[3.82600269 0.49695448 1.29979764],[-32.39659795  34.92595335  48.70988224]
Elite A,/game_0/rally_4/event5,net,155.283,[ 0.00899902 -0.3569304   0.16178992],[ 2.85134232  0.52881414 -0.27460795],[-28.10057891  64.04045426  42.2605375 ]
Elite A,/game_0/rally_4/event6,bounce_p2,155.445,[ 0.44548255 -0.27003407  0.01610914],[1.96766588 0.55394752 1.50548647],[-30.43148817 103.34606655  47.92551468]
Elite A,/game_0/rally_4/event7,shot_p2,155.75,[ 0.99063104 -0.10316878  0.05047198],[-4.7819458   0.6493055   0.87502878],[-20.81681872 -54.32213087  15.17691089]
Elite A,/game_0/rally_5/event1,shot_p1,182.2,[-2.52272892  0.69004023  0.36759371],[ 7.79463791 -2.97359965 -1.38239787],[ -84.16724542 -280.32936536  132.18895564]
Elite A,/game_0/rally_5/event2,bounce_p1,182.399,[-1.10389423  0.17615221  0.01907275],[ 5.5050436  -1.71047239  1.84402836],[-110.45576182 -208.01018297  144.3073868 ]
Elite A,/game_0/rally_5/event3,bounce_p2,182.85,[ 1.02123725 -0.39687055  0.01619172],[ 3.14066986 -0.56347307  1.71947349],[-86.82611251 -41.45527078  94.79488203]
Elite A,/game_0/rally_5/event4,shot_p2,182.975,[ 1.38822138 -0.45661533  0.16906214],[-6.5362727   2.45226356  1.24981313],[ 80.02241608 361.25393585  -7.2469831 ]
Elite A,/game_0/rally_5/event5,bounce_p1,183.449,[-1.16744959  0.57448316  0.01516075],[-3.49986622  1.67174527  1.74672067],[ 22.49958868 287.15731978 -14.65835778]
Elite A,/game_0/rally_5/event6,shot_p1,183.546,[-1.49663019  0.73063761  0.15172124],[ 5.17981838 -0.71455167  1.3591662 ],[ -92.57119162 -248.19435012  -39.18606682]
Elite A,/game_0/rally_5/event7,bounce_p2,183.975,[0.39431208 0.44666249 0.01827385],[ 2.87579534 -0.40993606  1.75979311],[ -67.95664217 -173.49062574  -44.49476192]
Elite A,/game_0/rally_5/event8,shot_p2,184.324,[1.30730939 0.31291747 0.10728353],[-5.04690858  0.08617154  2.12772265],[  9.97723154 237.38751657  57.2315632 ]
Elite A,/game_0/rally_5/event9,bounce_p1,184.875,[-1.03670812  0.28917694  0.01744615],[-2.43153202 -0.15426252  2.11123402],[ 10.50002779 133.8200156   47.55321687]
Elite A,/game_0/rally_5/event10,shot_p1,184.979,[-1.28936207  0.27183312  0.2013955 ],[ 4.88403456 -0.42556623  1.48109613],[ -10.65829956 -274.15301941   16.87438438]
Elite A,/game_0/rally_5/event11,bounce_p2,185.455,[0.68869621 0.0900341  0.01786839],[ 2.49407531 -0.2360526   1.94121424],[  -7.94074702 -172.25781195   22.82800481]
Elite A,/game_0/rally_5/event12,shot_p2,185.744,[1.36677909 0.0225325  0.21595889],[-6.4642379  -0.7753615   0.77401171],[ -7.14597942 301.85924043 115.24448736]
Elite A,/game_0/rally_5/event13,bounce_p1,186.13,[-0.77764249 -0.31583905  0.01749033],[-3.91816725 -0.83359104  1.57529307],[ -5.00062251 230.96207087 116.6281433 ]
Elite A,/game_0/rally_5/event14,shot_p1,186.264,[-1.3035543  -0.4338378   0.15412904],[5.21100184 0.02129145 0.9564523 ],[  40.11843747 -317.93090223  -22.16807122]
Elite A,/game_0/rally_5/event15,net,186.542,[-0.01164898 -0.45276684  0.15855469],[ 1.8013413  -0.17963896  0.67107733],[  41.63557275 -230.929637     -1.39643419]
Elite A,/game_0/rally_5/event16,bounce_p2,186.82,[ 0.47314477 -0.50777072  0.01863754],[ 0.89007657 -0.27034084  1.46895771],[  33.20375424 -173.36915675  -16.39063142]
Elite A,/game_0/rally_6/event1,shot_p1,210.766,[-1.86012757  0.19956276  0.30074981],[ 6.48483194  1.44946742 -0.76873749],[-22.40731001 156.80787254 -69.48478427]
Elite A,/game_0/rally_6/event2,bounce_p1,210.945,[-0.78969759  0.42734054  0.0177334 ],[4.20957931 0.68734608 2.34227896],[-32.75568422 221.39421193 -70.08180474]
Elite A,/game_0/rally_6/event3,bounce_p2,211.38,[0.84368223 0.66741037 0.01822464],[3.580361   0.5092315  2.08380091],[-21.42266071 175.59185979 -63.12866609]
Elite A,/game_0/rally_6/event4,shot_p2,211.58,[1.52131951 0.75191545 0.2376779 ],[-16.49690937  -7.02425065   1.16012263],[ 253.74275211 -581.98209202  214.24085827]
Elite A,/game_0/rally_7/event1,shot_p2,227.705,[ 1.79954004 -0.44209985  0.2559329 ],[-5.24005801  0.89045152 -1.02834048],[-26.74472056  32.69459016 217.08978128]
Elite A,/game_0/rally_7/event2,bounce_p2,227.865,[ 0.99535632 -0.32808211  0.01959215],[-3.96071941  0.2418247   1.86633593],[ 28.32985967 -55.6070038  257.22727327]
Elite A,/game_0/rally_7/event3,bounce_p1,228.259,[-0.42857391 -0.31656712  0.01888763],[-2.41673962 -0.29835919  1.68553499],[  12.8462983 -102.8379081  253.112794 ]
Elite A,/game_0/rally_8/event1,shot_p2,297.434,[ 1.85208488 -0.53619391  0.21134718],[-7.40977366  3.32582713 -1.59860113],[ 15.89789114  21.36843807 135.65205269]
Elite A,/game_0/rally_8/event2,bounce_p2,297.54,[ 1.10324156 -0.21737204  0.01901003],[-5.99035452  2.27248767  1.88765139],[ 10.36998427 -33.70737967 121.5518197 ]
Elite A,/game_0/rally_8/event3,bounce_p1,297.934,[-0.98606658  0.37935501  0.02007818],[-3.86087872  0.65362019  1.77042757],[ -2.12244077 -63.56058949  47.53280644]
Elite A,/game_0/rally_8/event4,shot_p1,298.059,[-1.4525311   0.45271957  0.16878219],[ 5.39040308 -1.25680362  1.40472483],[   8.71531085 -103.30813356   -5.2593464 ]
Elite A,/game_0/rally_8/event5,bounce_p2,298.519,[ 0.66707861 -0.07937672  0.01710664],[ 3.16669591 -0.97496918  1.82143785],[ 17.71239992 -45.20857642  -1.91686655]
Elite A,/game_0/rally_8/event6,shot_p2,298.845,[ 1.60920119 -0.38350543  0.14486055],[-10.29753803   2.69447173   2.81961152],[-208.50456362 -663.72126233   -7.33263468]
Elite A,/game_0/rally_9/event1,shot_p1,326.815,[-2.54596567  0.6099447   0.28829238],[ 8.47551407 -1.00169864 -0.36053021],[ -6.82915572 287.07357432 181.9721483 ]
Elite A,/game_0/rally_9/event2,bounce_p1,327.015,[-1.02075076  0.45940396  0.01574683],[ 6.22201285 -0.08813379  2.21422327],[  3.46411141 312.1406976  173.36591882]
Elite A,/game_0/rally_9/event3,bounce_p2,327.394,[1.02632165 0.54200882 0.01659387],[5.08494312 0.2083122  2.00078273],[-13.18319862 255.79981117 174.34437217]
Elite A,/game_0/rally_9/event4,shot_p2,327.51,[1.58825028 0.57344592 0.18411377],[-10.45958517  -3.63155735   1.2240303 ],[ 117.29957536 -299.23447729  165.83376454]
Elite A,/game_0/rally_9/event5,bounce_p1,327.779,[-0.76135981 -0.31108594  0.01769504],[-6.68430539 -2.79837566  2.23580259],[ 144.75205061 -329.41006869  157.23025311]
Elite A,/game_0/rally_9/event6,shot_p1,327.904,[-1.55251288 -0.65419883  0.2000704 ],[11.62846014  2.68965152  1.39868091],[-22.94663716 242.9171616  -22.32653196]
Elite A,/game_0/rally_9/event7,bounce_p2,328.179,[ 1.11471474 -0.07015803  0.01593146],[6.715281   1.21873056 2.45520441],[-50.90203904 333.1582667  -26.95924288]
Elite A,/game_0/rally_9/event8,shot_p2,328.255,[1.58691263 0.01881491 0.17636235],[-8.70654302 -0.72832379  2.07197601],[   9.42218712 -213.68757958   59.97570051]
Elite A,/game_0/rally_9/event9,bounce_p1,328.625,[-1.0964731  -0.26115268  0.01736872],[-5.12652502 -0.61842753  2.48984687],[  29.94017901 -251.92446439   59.08532927]
Elite A,/game_0/rally_9/event10,shot_p1,328.755,[-1.73553717 -0.33556649  0.25732112],[13.60319726  3.36379066  0.82677698],[-70.98506218 247.96151955 111.79325523]
Elite A,/game_0/rally_9/event11,bounce_p2,328.984,[0.86680365 0.38033256 0.01545822],[7.62076863 2.38295566 2.79545946],[-108.49850495  353.73948085   75.67314709]
Elite A,/game_0/rally_9/event12,shot_p2,329.16,[2.07580209 0.77770478 0.30388325],[-13.7108173   -2.24343226   9.0701525 ],[-63.48269711  67.32576672 -28.52661025]
Elite A,/game_1/rally_0/event1,shot_p1,40.139,[-2.00767326  0.26580414  0.17067847],[3.95177019 0.38830574 1.75685037],[  25.02545264 -226.74062644  -14.06836868]
Elite A,/game_1/rally_0/event2,bounce_p1,40.634,[-0.30967164  0.43415892  0.01895249],[2.02065424 0.18364274 2.03850178],[   9.58697405 -150.16561853   -4.6516338 ]
Elite A,/game_1/rally_0/event3,bounce_p2,41.095,[0.5385316  0.49971646 0.01857731],[0.88749069 0.02190868 1.81864998],[  7.67728843 -82.04662048  -5.24171735]
Elite A,/game_1/rally_0/event4,shot_p2,41.259,[0.6739608  0.50226265 0.20882259],[-5.68379322 -2.82959225  0.8632931 ],[-111.00649322  223.2948916   147.33635466]
Elite A,/game_1/rally_0/event5,bounce_p1,41.63,[-1.14201128 -0.49021643  0.01909742],[-3.4118245  -2.06806685  1.68452924],[-77.27386215 152.37588816 143.78341301]
Elite A,/game_1/rally_0/event6,shot_p1,41.786,[-1.64132202 -0.80247986  0.18934652],[5.31333202 1.62864887 1.75016569],[ 1.14687134e-01 -1.57797769e+02  3.77509539e+02]
Elite A,/game_1/rally_0/event7,bounce_p2,42.284,[0.50272954 0.07704315 0.01966285],[2.38548375 1.55634879 2.21798349],[-19.99739043 -79.11300305 364.10196263]
Elite A,/game_1/rally_0/event8,shot_p2,42.667,[1.2902056  0.6566003  0.19729722],[-6.16677012 -2.85333449  0.95685204],[-207.00237616  182.53256833   46.61407725]
Elite A,/game_1/rally_0/event9,bounce_p1,43.09,[-0.91838533 -0.3496277   0.01876436],[-3.71699109 -1.59456101  1.6202729 ],[-166.08496462  115.74945056   37.84036945]
Elite A,/game_1/rally_0/event10,shot_p1,43.328,[-1.73440993 -0.70113379  0.17389029],[6.78768346 1.34706776 3.0405726 ],[-153.89850482  176.25422861   10.30866556]
Elite A,/game_1/rally_0/event11,bounce_p2,43.849,[ 1.10014725 -0.15563273  0.02281786],[3.85993731 1.52334431 2.9479429 ],[-74.30128673 198.43817145  11.53713981]
Elite A,/game_1/rally_0/event12,shot_p2,44.09,[1.97260654 0.18556488 0.40079102],[-22.3284407   -2.87460212  -0.76685047],[ -21.98422727 -360.45182548  -71.54608817]
Elite A,/game_1/rally_0/event13,bounce_p1,44.24,[-0.85810751 -0.10333867  0.02158339],[-13.07545703  -1.06899252   4.29514151],[  46.55733875 -250.46262464  -58.53499106]
Elite A,/game_1/rally_1/event1,shot_p1,66.845,[-1.93493605  0.97656542  0.34139863],[ 4.64987932 -1.98474764  0.06819876],[-110.32192838   90.65487584  215.27240276]
